tweet,topic,sentiment_label,sentiment_score
good morning tweeties today rested richmond ready hit beach,0,2,0.7698726
good atmos decided stay til closing funny,0,2,0.58530205
16 days start moving,0,1,0.025619328
nice live buddy,0,2,0.84272647
carry childhood never become olda sutzkever,0,1,0.0878854
3 think time bed good night twitts,0,1,0.2971666
calling debby ryan,0,1,0.032079466
talk hips,0,1,-0.0005978048
tomorrow final competition,0,1,-0.035683565
im glad liked want,0,2,0.94771314
goodget rest moneymaker,0,1,0.17389321
miley stevens waterhouse jhys house,0,1,0.049391784
hahahah tell tomorrow,0,1,0.16529778
yes ily,0,2,0.88209355
dinner fam missed,0,1,-0.29708254
love song starting think one knew one,0,2,0.6808631
finished little booty duty work im hungry,0,0,-0.48003978
finally going bed woohoo got ta work 5am lots love,0,2,0.95025855
hellerrr new followerss im tricina uhhm im cool,0,2,0.92283225
happy birthday,0,2,0.97575384
little buzz epoxy paint,0,1,0.0139042735
mother city terrell texas district 2 city council seat im mia happy mothers day,0,2,0.9757762
must ask cubs fans cant fathom,0,1,-0.40606746
shall annoyingly tweet tomorrow,0,0,-0.6566257
happy mothers day allim gon na help mine right nowshe deserves ityou guys,0,2,0.98112947
great night nice meeting last night sweetheart xoxoxo bye,0,2,0.9855018
feels sickly need personal assistant keep fast food away takers,0,0,-0.8515814
nice elise rolled thas wassup fun ladies,0,2,0.9453661
look forward seeing sharing,0,2,0.923318
classic jt saturday evening,0,1,0.15447827
good jeje,0,2,0.79140496
home maddie im tired goin bed afterwards,0,1,-0.30562192
got back skating hanging james,0,1,0.15223227
well nothing give pen,0,1,-0.351624
yes ftw lmao wasnt watching,0,1,-0.17028707
omgoodness finally back dinner fam bam,0,2,0.91501904
going bed cuz get like seven thirty something tomorrow today actually bad day,0,0,-0.8845316
happy mothers day moms tough job totally worth,0,2,0.96227014
omg replied back ppl thx,0,2,0.58582073
sweeny todd deadset one best movies time,0,2,0.8310993
hugs 4 kathy though moms heaven know shes smiling accomplishments people keep positive,0,2,0.9313341
fun show grabbing bite eat,0,2,0.55820733
awesome played,3,2,0.87945986
youre cute,0,2,0.9518728
let guess devoured duck fiasco pinot,0,0,-0.53330815
happy mothers day moms,0,2,0.9751602
wishing everyone happy mothers day xoxo,0,2,0.98353994
whats yall made early night think ima bout take shower chill witcha miss anything,0,1,-0.19773613
michael cera new movie,0,1,0.06368355
cant wait 4 real bed,0,2,0.7738334
need follow could send direct message,0,1,0.14932992
happy mothers day,0,2,0.97960436
happy mothers day mothers life,0,2,0.97771627
hey twitter hows going let us know day going,0,1,0.18846814
sweet nk dreams love,0,2,0.8261851
seriously though amazing night,0,2,0.9418783
way short stack sway sway sway sway baby song,0,1,0.09578614
im calling roommate,0,1,-0.15545762
youre good friend dave wait hope dont wait long though,0,2,0.8175021
home relatives sissy posted pics cupie cousin audrey,0,1,-0.060300298
wut u want shot,0,1,-0.1812357
saigon morning n hanoi,0,1,0.058786515
great book looks fantastic want,0,2,0.98567945
happy mothers day mom mom mom mom woot woot moms rule,0,2,0.9816984
stop making assumptions dont even fucking know stupid bitches thanks defending matthew,0,0,-0.956005
like default picture meow,0,1,0.10899921
cool thanks retweeting guys,0,2,0.9755612
nako umuulan pa naman anyway enjoy bike rides,0,2,0.72348636
sounds like plan nice see positive thinking though rather usual quotmedia deadquot tosh,3,2,0.7473823
franco made breakfast mom hes trying cut strawberries safe knife,0,1,0.0020232946
miss doesnt read tweets wouldnt know emo guy,0,0,-0.620981
quotviewers linkedin profiel also viewed barack obama francisco van jole erwin blomquot im good company,0,2,0.8248565
put shelf im well proud yes twilight shelf books movies going obv prezzie lara xd l,0,2,0.88326013
happy mother day strong hard working mothers may god bless family,0,2,0.98200566
ooo showing french skills things good lovely weather outside hows u,0,2,0.9524324
hi teach chinese lessons youtube feel free look,0,1,0.29502648
know knows love,0,2,0.47210988
wishing great mothers day mom nana moms know,0,2,0.9701866
happy mothers day havent got mom present yet print amazon gift card,0,2,0.8691013
hi ate wendy,0,1,0.060186338
happy mothers day madres,0,2,0.9705107
happy mothers day greatest mothers day gift see kids serving god,0,2,0.9875927
happy mothers day,0,2,0.97960436
ure brazil rightwoop check bowling soups cover rule,0,1,-0.09673438
good night getting shakes bit though,0,2,0.65633416
watching gossip girl ithats secret ill never tell know love xoxo gg hahaha,0,1,0.44475922
elizabeth freakin awesome shes following,0,2,0.94868255
happy mothers day mom,0,2,0.98189825
like saying dousche bag hahahahah,0,1,-0.115667626
may give working sit outside sun,0,1,0.22405967
woke uphappy mothers day,0,2,0.97360945
night fever night fever know gim fever night feverwe know show,0,1,-0.032167733
thanks happy mothers day,0,2,0.9857655
pretty much day,0,1,0.113188095
soooo tired sleeping yetnot good silk screen posters todayturned ok andy warhol,0,0,-0.664128
stuff packed back airport destination ibiza yihaaaaa blue marlinjockey clubpacha restaurantocean drive hotel ready,5,1,0.17796442
happy mums day ppl,0,2,0.97719324
omg im glad theres work,0,2,0.93168175
amsimple like,0,1,0.036943093
unfortunately mother longer today give special quoti love youquot moms still,0,1,0.28007627
whatever cooking downstairs smells amazing,0,2,0.96169734
yesterday sooo much fun last night lt3 live long prosper happy mothers day,0,2,0.9907709
im brybryan around,0,1,0.08250971
makes happy happy mothers day thanks mothers cuz cute friends would possible without,0,2,0.9835615
happy mothers day,0,2,0.97960436
found heard quite cool,0,2,0.93237406
happy mothers day moms,0,2,0.9751602
lucy much love hugging u want guy hug x xx,0,2,0.94711196
road bay area quad white mocha,0,1,0.0695501
essay cultural context inside im dancing done shower food,0,1,0.048084393
proveeee itttttttttt,0,1,0.24948385
hi tom leicester see guys way denmark worth thank thank,0,2,0.8906479
hope called mom,0,1,0.06792446
adding stuff carols daughter wish listi hope someone hits,0,1,0.10776905
ps wan na see star trek,0,1,0.16691436
lolwell bad surgery,0,0,-0.7840097
eating mommymade mac cheese best kind,0,2,0.77408767
thanks hunits one favs xxxx,0,2,0.88653153
thanks really appreciate feedback ill submitting least 2 week keep checking back like,9,2,0.9568302
tee hee luff btw next time school 3 musketeres thing,0,1,0.051828045
watching hannah montanna concert dvd nice better watch,2,2,0.92848814
yea thats usual story anyway atb two days yippiiee cdcs done forever,1,1,0.18761805
tnx im glad u like cover uploaded new song quotde tiquot let know u think love dalila,0,2,0.96694237
watching csimiami,0,1,-0.004429452
suck dick,0,0,-0.8695923
lmao thanks,0,2,0.5198698
u get,0,1,-0.022225067
offend us love,0,1,0.33334213
crazy wonderful kind way,0,2,0.8826352
testing threeter info,0,1,-0.07769719
shoppin college,8,1,-0.17893852
good hear,0,2,0.84245855
ii come,0,1,0.11075662
oh waay cool else gon na get already 5 planned least,0,2,0.8894374
need excitement life,0,2,0.5677147
went quotlets frankquot today enjoy idea support,6,2,0.9281658
look lovely,0,2,0.9609903
okay everyone c im gon na try get sleep get school early boo night every one skills xd poor thumb,0,1,-0.08312942
ive decided let go cant stop rudeness hatred waste energy know feel,0,0,-0.826409
got done recording track mixtape got 16 jump,0,1,0.07066409
havent tweeted thought would tweet,0,1,-0.13227801
birthday 19th birthday,0,1,0.1405735
6 miles good keep way,0,2,0.73342425
sunburns feels good shower ice cold water,0,2,0.9677257
true story transcript prove,0,1,0.051651053
know tracks change life,0,1,0.058894515
mentions 4 times meeting yesterday guess means follow,0,1,0.019223578
love humpday,0,2,0.96603626
david archuleta adam lambert trending topics right yay love,0,2,0.9680325
yeaj nu hat mein macbook auch applecare protecion plan,0,1,0.0074574053
august loftless lease ends new rent starts september maybe move montreal month,0,1,0.024515985
im tempted another double shot espresso much fun make,0,2,0.90884537
oh shit family force 5 gon na play great america shweeettt,5,1,-0.17383535
remember probably writing professionally longer hehe,3,1,0.4444066
accommodation opportunities galore thrilling,4,2,0.91339326
went back normal style poker lost monday last night still week though,0,1,0.017809726
thats nice,0,2,0.9462426
nice presentation perhaps use person course stage online webinarteleconf course,0,2,0.84688485
damn woke late 5 mins coffee birthday tomorrow,0,0,-0.6029527
good thing,0,2,0.8499521
annnd phone back far thursday good goooooodnight,0,2,0.92326415
gnight steve get rest,0,1,0.13694632
huh us,0,1,-0.058408126
glad liked movie thinking seeing one soon sure seeing aampd maybe wkend,0,2,0.9318758
wants go starbucks tired wan na fo bed,0,1,0.09177141
playing facebook,0,1,-0.13187565
dont worry raina jsut expect email,0,1,0.07422816
going say prayers go sleep,0,1,0.0014925078
4 hours past bedtime love getting lost crochet even mess take halfway apart fix,0,1,0.18322267
canarywharf mail,0,1,0.0007811114
see gotten caught craze also roflrofl,7,1,-0.030545741
thats min enhance quotitsupquot skill dont sit back relax hafto something man,0,1,0.0065808147
congrats getting accepted week 8,0,2,0.96997446
think ill doin m8,0,1,0.098732695
im watching hope youre enjoying time ever tried eating menudo favorite food,0,2,0.80623835
well good morning working late shift tonight last night bad though,0,2,0.41273156
hey get work done happen love job though,0,2,0.8414975
happy another,0,2,0.59971154
feeling contemplative,1,1,0.32075745
nooo high life hows u,0,1,0.05220315
good morning,0,2,0.76207113
oooo nice coffee thursday,0,2,0.95634407
mmmmmm thats pretty much route im going reckons,0,1,0.059833556
lunch nice conversations work ltr,0,2,0.7993866
say hello see,0,1,0.1887477
named kittens murphey taloon illusen pooky pewters kittens names tomtom ii freya rambo kikis,0,1,-0.061130732
hey guys welcome twit,0,2,0.8163715
ill next months ill leave early get,0,1,0.05667033
thats truly unfortunate,0,0,-0.92065006
hi chris im napier communications advice looking work experience pr sector,0,1,0.039570592
gon na stay shang theyre staying might well stalk ask picture,0,1,0.049279742
hey guy link palm dead,0,0,-0.630008
thanks see youve watched startrek twice already really enjoyed,0,2,0.9820331
thanks good night good nights sleep,0,2,0.8976272
last day school musical ridiculous amount fun backstage got shushed soo many times xd good stuff,0,2,0.96333987
escuchando ulitmo directo dreatm theater ahora sonando constant motion,0,1,0.005520683
feeling better hoping allow open possibilities,0,2,0.9170198
usually late thats life mama biz owner,0,1,-0.27175915
hahah funny one lmao,0,2,0.77244276
pique get back asap,0,1,0.15727669
brilliant brilliant brilliant,0,2,0.8830189
thanks good piece tip already,0,2,0.9167703
dont know busy mesmerized richard alpert,0,1,-0.0028603747
loving summer,0,2,0.94990695
way work find new job,0,1,-0.35657734
worries wont say peep,0,1,-0.35474008
hello world defend wassuppp,0,1,0.13317515
sent questions 10 minutes ago yay hope hear back replies soon hopefully one think fake,0,2,0.7845355
dad drunk tends leave letters txt messages rare event way,4,1,-0.29535857
im excited,0,2,0.97118306
get done,0,1,0.03235115
hey new friend,0,2,0.5579793
true timeline rocks download trial version youll 30 days get project done,0,2,0.529576
thats good reli loved last pic mae feel special lt3,0,2,0.98767793
hey clairecan u add,0,1,0.037098493
talking mommy going bed,0,1,-0.033299707
well thats new wordtweetheart,0,1,0.1365701
pack pack pack pack pack punta cana three days yayyy,0,2,0.9204427
ugh dont even pay attn im like really nothing serious say loose cannon,0,0,-0.9339721
poured nats game prepared umbrella rain jacket rain boots,0,1,0.068363145
dude edward scissorhands awesome need pack girllll dont forget toothbrush blast,5,2,0.913313
exactly new still seeing bestest spa girl um spa big yay,0,2,0.95190537
updating myspace,0,1,0.1232146
hope feel better love gnite forealz,0,2,0.93926495
happpppppy birthday camillle,0,2,0.94751114
laying bed sugar lt3,0,1,0.010207232
1998 called want belly rings back,0,1,-0.0005148053
chopped peppers poblano cheese oaxaca 2morrow still goin jp,0,1,0.086506106
hey love hope youre okay im sign onto aim miss much,0,2,0.93156487
new vid,0,1,0.17040476
good night followers soontobes till manana,1,2,0.6805983
im gon na go listen right amazing would set list world tour life would made,0,2,0.896508
ahhhh im emotional drunk help memom dont judge,0,0,-0.56628966
agreed tis case many shows actual plot glad see,0,2,0.48700774
good day,0,2,0.943832
true omelette meattastic thanks treating,0,2,0.95695865
morning hayley green tea toast would sit outside sun aint warm,0,1,-0.004434541
happy national day norway hipp hipp hurra 17 mai,0,2,0.96936095
hahah grandma arrived,0,2,0.48169097
real cesar millan dog whisperer twitter ollow cesar real dog whisperer twitter account follow us,0,1,0.11227487
curtisdroppelman sorry late hey,4,1,-0.28391498
hey may right dont blow charlie spend night things work hope,7,1,0.3636664
im back number 12 smallville trivia yesssssssssss,0,2,0.8181788
still awake 504 watching,0,1,0.12188775
ahhhhhh cant contain excitement 6 days till beyonc,0,2,0.977287
still digesting frankly marvellous wild mushroom risotto croissantandbutter pudding oh thighs split,0,2,0.87290734
good night sleep well friend,0,2,0.87643415
wish could sing try dont pipes think justin martina reba would give lessons,0,1,-0.11343687
norway im soooo happy quotim love fairytalequot craaaaazzyy hot alexander rybak think im love lt3,0,2,0.98955065
good thanks tired ur early hows x,0,2,0.92665285
